turn,train_acc,test_acc,train_time
1,0.975418194286449,0.9700571428571428,133.10457611083984
1,0.9828097012859687,0.9745142857142857,265.74119210243225
1,0.9884225320420668,0.9764285714285714,398.23204159736633
1,0.9920673896854636,0.9765714285714285,530.4076149463654
1,0.9936692697962558,0.9753,661.1588127613068
1,0.9955283079181452,0.9747,794.0406534671783
1,0.9967408793732487,0.9751857142857143,926.673440694809
1,0.9973516296496043,0.9738,1058.2964568138123
1,0.9975998585630939,0.9736428571428571,1189.9496057033539
1,0.9987534979739877,0.9736,1321.3622210025787
1,0.9991338775320688,0.9742714285714286,1452.7794046401978
1,0.998821359115805,0.9736428571428571,1585.1451299190521
1,0.9989927977898697,0.9733428571428572,1717.0525665283203
1,0.999162450644413,0.9735285714285714,1849.3486075401306
1,0.9994767548801983,0.9733,1980.7218837738037
1,0.9993285318599132,0.9733714285714286,2115.1403403282166
1,0.9994588966849832,0.9739428571428571,2247.3358414173126
1,0.9990767313073806,0.9723,2378.4440665245056
1,0.9992356692447948,0.9725,2510.776137828827
1,0.9996053338857468,0.9735428571428572,2642.651515722275
2,0.9757092828684547,0.9702428571428572,131.9276750087738
2,0.9838222609546634,0.9747714285714286,263.48541045188904
2,0.9875349797398776,0.9756714285714285,394.57184052467346
2,0.989799398893149,0.9744285714285714,526.201687335968
2,0.9945728944741387,0.9765142857142857,661.1820542812347
2,0.9957818942901993,0.9757,793.8603854179382
2,0.997273053590658,0.9752285714285714,925.8839480876923
2,0.9979748806626105,0.9746857142857143,1057.5503809452057
2,0.9984820534067186,0.9747571428571429,1189.5991291999817
2,0.998567772743751,0.9736857142857143,1321.069701910019
2,0.9988481464086276,0.9742428571428572,1452.4875257015228
2,0.9990285141802999,0.9738,1584.7483384609222
2,0.9988802911600148,0.9722428571428572,1716.3214604854584
2,0.999053515653601,0.9742571428571428,1848.0964052677155
2,0.9992981729280476,0.9739571428571429,1980.0004134178162
2,0.9992249543276658,0.9734571428571429,2113.3289046287537
2,0.9995124712706285,0.9738285714285714,2245.332917690277
2,0.9995571167586661,0.9743142857142857,2378.3716309070587
2,0.9991678081029775,0.9724428571428572,2510.2668628692627
2,0.9994892556168489,0.9733,2641.720682621002
3,0.976005728909025,0.9704428571428572,132.26956224441528
3,0.9832632994444316,0.9747571428571429,264.0174148082733
3,0.9883707432759431,0.9762142857142857,396.4374849796295
3,0.9912834149155219,0.9757857142857143,529.5333371162415
3,0.9923549066284263,0.9746142857142858,662.8533062934875
3,0.9945603937374881,0.9740285714285715,797.6846673488617
3,0.9967105204413832,0.9737142857142858,929.6459193229675
3,0.9975212825041475,0.9732714285714286,1062.2039921283722
3,0.9969658926329588,0.9719,1194.7736546993256
3,0.9981641775318902,0.9726,1328.350153684616
3,0.9978873755060567,0.9709571428571429,1461.20912027359
3,0.998941009023746,0.9734,1597.2159209251404
3,0.9986088465927456,0.9727428571428571,1730.9475104808807
3,0.9991999528543646,0.9739714285714286,1865.3082485198975
3,0.9992713856352249,0.9734857142857143,2000.9034032821655
